m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20
-0.9696,-0.9496,-0.976,0.9592,0.9848,0.96,-0.9736,0.9792,-0.9664,-0.9744,-0.9616,0.9688,-0.9704,-0.9752,0.9672,0.9736,-0.3792,-0.9648,0.9768,-0.9768
-0.968,-0.944,-0.9744,0.9632,0.9768,0.9696,-0.9768,0.9824,-0.972,-0.9688,-0.9648,0.968,-0.9792,-0.9656,0.9664,0.9688,-0.3848,-0.9704,0.98,-0.964
-0.9752,-0.956,-0.9624,0.9656,0.9824,0.9696,-0.9752,0.968,-0.98,-0.9736,-0.9664,0.9728,-0.9824,-0.9744,0.964,0.9736,-0.3872,-0.968,0.9712,-0.9736
-0.9744,-0.9656,-0.9656,0.9592,0.9784,0.9744,-0.9704,0.968,-0.9792,-0.976,-0.9576,0.9744,-0.9728,-0.976,0.9616,0.9784,-0.392,-0.9752,0.9704,-0.9608
-0.9752,-0.96,-0.9744,0.9568,0.9768,0.968,-0.9728,0.9728,-0.9776,-0.9712,-0.9568,0.9736,-0.9728,-0.972,0.9584,0.9736,-0.3808,-0.972,0.9568,-0.9664
-0.9752,-0.9616,-0.984,0.9704,0.98,0.9624,-0.9792,0.976,-0.9736,-0.972,-0.9632,0.9736,-0.9736,-0.96,0.964,0.9696,-0.388,-0.9712,0.9568,-0.964
-0.9704,-0.9648,-0.9824,0.98,0.9728,0.9624,-0.9824,0.9704,-0.9696,-0.9688,-0.976,0.972,-0.9712,-0.9616,0.9656,0.9784,-0.3768,-0.9744,0.9608,-0.9656
-0.9752,-0.968,-0.9824,0.9704,0.972,0.9672,-0.9816,0.9704,-0.9608,-0.9712,-0.9672,0.9776,-0.968,-0.9616,0.9584,0.98,-0.352,-0.972,0.9672,-0.9664
-0.968,-0.9656,-0.9728,0.9656,0.9592,0.972,-0.972,0.9672,-0.9704,-0.96,-0.9736,0.9792,-0.9752,-0.952,0.9624,0.9808,-0.348,-0.976,0.968,-0.9592
-0.9704,-0.9552,-0.9712,0.9592,0.9672,0.9712,-0.9736,0.9712,-0.9704,-0.9568,-0.9656,0.9744,-0.9704,-0.9544,0.9616,0.9704,-0.3536,-0.9592,0.9648,-0.9608
-0.9688,-0.9704,-0.9736,0.9696,0.9752,0.9736,-0.964,0.9672,-0.972,-0.9592,-0.9704,0.9672,-0.9728,-0.96,0.9616,0.9672,-0.3584,-0.96,0.972,-0.96
-0.968,-0.9688,-0.9696,0.9584,0.976,0.9728,-0.9656,0.96,-0.968,-0.9536,-0.9704,0.976,-0.9752,-0.9672,0.956,0.968,-0.3672,-0.9616,0.9736,-0.9584
-0.9648,-0.9744,-0.9624,0.9576,0.9656,0.9648,-0.9608,0.96,-0.9744,-0.9592,-0.9656,0.9712,-0.976,-0.9744,0.9568,0.9656,-0.3648,-0.9688,0.9688,-0.9592
-0.9768,-0.9784,-0.9664,0.9616,0.968,0.9688,-0.9632,0.972,-0.968,-0.9624,-0.9712,0.9656,-0.9736,-0.9736,0.9728,0.9776,-0.3776,-0.9672,0.9712,-0.9664
-0.9728,-0.984,-0.9616,0.9584,0.9744,0.9768,-0.972,0.9664,-0.9664,-0.9624,-0.9696,0.9616,-0.9752,-0.9712,0.9728,0.9752,-0.384,-0.9672,0.9792,-0.9712
-0.972,-0.9792,-0.9728,0.96,0.9736,0.976,-0.9776,0.9688,-0.9736,-0.9728,-0.9656,0.9728,-0.9744,-0.9592,0.976,0.976,-0.38,-0.968,0.988,-0.9776
-0.9712,-0.9664,-0.9632,0.968,0.9696,0.9784,-0.9816,0.968,-0.9776,-0.9712,-0.9736,0.9696,-0.9704,-0.964,0.9744,0.9744,-0.3808,-0.9704,0.9848,-0.9784
-0.9744,-0.9656,-0.9632,0.9696,0.9704,0.9704,-0.968,0.9688,-0.98,-0.9744,-0.9664,0.9688,-0.9688,-0.9752,0.9776,0.9768,-0.3792,-0.9784,0.9824,-0.9744
-0.968,-0.9744,-0.9688,0.9776,0.968,0.9712,-0.9632,0.9672,-0.9648,-0.9712,-0.9664,0.9648,-0.9672,-0.9728,0.9744,0.9816,-0.3816,-0.9768,0.9728,-0.9792
-0.9688,-0.9728,-0.9696,0.9712,0.972,0.9656,-0.9696,0.98,-0.9664,-0.9792,-0.968,0.9696,-0.9712,-0.9704,0.9696,0.9768,-0.3744,-0.9744,0.9632,-0.9752
-0.9728,-0.9688,-0.9624,0.964,0.9728,0.9688,-0.9656,0.9808,-0.976,-0.976,-0.9744,0.9688,-0.9696,-0.9784,0.9632,0.9832,-0.3768,-0.9784,0.9736,-0.9816
-0.9744,-0.968,-0.9656,0.9696,0.9688,0.9648,-0.9648,0.9728,-0.9728,-0.968,-0.968,0.9664,-0.968,-0.9768,0.9528,0.9784,-0.3744,-0.984,0.96,-0.9744
-0.9768,-0.9792,-0.9672,0.9728,0.9664,0.9688,-0.9728,0.9656,-0.9752,-0.9616,-0.98,0.972,-0.976,-0.972,0.9648,0.9784,-0.3752,-0.9792,0.9656,-0.972
-0.9712,-0.9696,-0.9792,0.9616,0.9648,0.9752,-0.9744,0.9728,-0.9712,-0.9688,-0.9784,0.9696,-0.9744,-0.9696,0.9656,0.9744,-0.3728,-0.9784,0.9608,-0.9728
-0.9672,-0.9648,-0.9808,0.9688,0.9624,0.9744,-0.976,0.9712,-0.9632,-0.9664,-0.9688,0.956,-0.972,-0.9728,0.9672,0.9704,-0.3856,-0.968,0.9648,-0.9736
-0.9672,-0.9568,-0.9752,0.9744,0.9584,0.9768,-0.9744,0.9728,-0.9592,-0.9688,-0.9656,0.968,-0.9744,-0.9752,0.968,0.9736,-0.404,-0.9736,0.9736,-0.9712
-0.9656,-0.9696,-0.9744,0.9744,0.9672,0.9744,-0.9744,0.9704,-0.9576,-0.9704,-0.964,0.968,-0.9704,-0.9792,0.98,0.9712,-0.4096,-0.968,0.9728,-0.9744
-0.9656,-0.9712,-0.9728,0.9704,0.9688,0.9856,-0.9696,0.9776,-0.9544,-0.9608,-0.9696,0.976,-0.9608,-0.9728,0.976,0.9624,-0.4072,-0.9672,0.9664,-0.976
-0.9672,-0.9672,-0.9728,0.9656,0.9752,0.9832,-0.9688,0.968,-0.964,-0.96,-0.9688,0.9808,-0.9656,-0.972,0.9736,0.9624,-0.4008,-0.964,0.9568,-0.9744
-0.972,-0.9728,-0.9752,0.9672,0.972,0.9808,-0.9736,0.98,-0.9608,-0.964,-0.9688,0.9712,-0.976,-0.9776,0.968,0.9672,-0.4008,-0.9568,0.9736,-0.9784
-0.9736,-0.9776,-0.9736,0.9728,0.9704,0.9792,-0.9728,0.9696,-0.9704,-0.9696,-0.9672,0.968,-0.98,-0.9816,0.9696,0.9632,-0.392,-0.9584,0.9768,-0.9752
-0.9752,-0.9696,-0.9672,0.9688,0.9656,0.9808,-0.9768,0.9712,-0.9712,-0.9656,-0.9744,0.96,-0.9752,-0.984,0.9712,0.9696,-0.404,-0.9488,0.972,-0.9704
-0.9776,-0.9712,-0.9744,0.9776,0.9648,0.9672,-0.9736,0.968,-0.9608,-0.9672,-0.9752,0.9664,-0.98,-0.9808,0.9776,0.9648,-0.3904,-0.9632,0.9696,-0.9768
-0.9712,-0.9696,-0.9776,0.9696,0.964,0.9688,-0.9784,0.9728,-0.9624,-0.9776,-0.9632,0.9672,-0.9808,-0.9728,0.9776,0.96,-0.3896,-0.9704,0.976,-0.98
-0.9672,-0.9712,-0.9696,0.9664,0.964,0.9632,-0.9776,0.9576,-0.9752,-0.9704,-0.9664,0.9568,-0.9848,-0.9704,0.98,0.964,-0.3968,-0.9664,0.9784,-0.9712
-0.9728,-0.9744,-0.9704,0.9744,0.9664,0.9624,-0.976,0.9632,-0.9728,-0.9712,-0.9752,0.96,-0.9816,-0.964,0.9672,0.9672,-0.4016,-0.9584,0.9752,-0.9696
-0.976,-0.9744,-0.9736,0.9616,0.9568,0.972,-0.9808,0.956,-0.96,-0.9688,-0.9704,0.9664,-0.9816,-0.9688,0.9696,0.9608,-0.412,-0.9712,0.976,-0.9744
-0.9664,-0.9768,-0.976,0.968,0.9632,0.9784,-0.9816,0.964,-0.9648,-0.9632,-0.9664,0.968,-0.9736,-0.9792,0.9752,0.9616,-0.4104,-0.9776,0.9776,-0.972
-0.9656,-0.9824,-0.976,0.9664,0.9584,0.9688,-0.964,0.9728,-0.9568,-0.9696,-0.968,0.9656,-0.9648,-0.9864,0.9768,0.972,-0.4136,-0.9792,0.9736,-0.9752
-0.9728,-0.984,-0.9736,0.9704,0.9584,0.9624,-0.972,0.9728,-0.9568,-0.9576,-0.9736,0.9632,-0.9592,-0.9768,0.9696,0.9696,-0.4032,-0.9704,0.9664,-0.968
-0.98,-0.9816,-0.972,0.9712,0.964,0.9744,-0.9816,0.9712,-0.9656,-0.9584,-0.9712,0.9576,-0.9568,-0.9752,0.9688,0.9696,-0.3904,-0.9784,0.9656,-0.9752
-0.984,-0.964,-0.972,0.9704,0.9528,0.9728,-0.9808,0.972,-0.9704,-0.9752,-0.9672,0.9536,-0.9624,-0.9752,0.9736,0.9744,-0.4016,-0.9784,0.956,-0.9752
-0.988,-0.9616,-0.9736,0.9728,0.9576,0.9696,-0.9736,0.9664,-0.9656,-0.9728,-0.9648,0.9656,-0.9768,-0.976,0.9696,0.9768,-0.3976,-0.9656,0.9568,-0.9776
-0.9744,-0.9664,-0.9736,0.964,0.9544,0.968,-0.9784,0.9696,-0.9584,-0.976,-0.9544,0.9672,-0.9816,-0.9768,0.976,0.9712,-0.3928,-0.9632,0.9552,-0.9728
-0.9752,-0.9664,-0.9736,0.9736,0.9536,0.9632,-0.972,0.9712,-0.9672,-0.9752,-0.9544,0.9664,-0.9744,-0.9784,0.9832,0.9688,-0.4008,-0.9696,0.952,-0.9736
-0.9688,-0.9768,-0.9736,0.9696,0.9576,0.9712,-0.968,0.976,-0.972,-0.9736,-0.9688,0.9672,-0.9648,-0.976,0.9808,0.9664,-0.4024,-0.9728,0.964,-0.9776
-0.9672,-0.9808,-0.9816,0.9704,0.9704,0.9744,-0.972,0.972,-0.976,-0.976,-0.9768,0.9648,-0.9584,-0.9712,0.9856,0.9664,-0.4048,-0.976,0.968,-0.9768
-0.9752,-0.972,-0.9792,0.972,0.972,0.976,-0.9704,0.9672,-0.9672,-0.972,-0.9824,0.9648,-0.9696,-0.9768,0.9816,0.9752,-0.4048,-0.9736,0.9744,-0.9744
-0.9744,-0.9816,-0.976,0.9704,0.9776,0.9728,-0.956,0.9696,-0.9736,-0.96,-0.9776,0.9768,-0.9664,-0.9744,0.9712,0.9672,-0.3984,-0.976,0.9776,-0.968
-0.9704,-0.9736,-0.972,0.9744,0.9768,0.9696,-0.9616,0.9728,-0.964,-0.9624,-0.976,0.9784,-0.9688,-0.9728,0.9784,0.9744,-0.4,-0.9704,0.9768,-0.9704
-0.9696,-0.9752,-0.9656,0.9784,0.9688,0.9728,-0.9552,0.9752,-0.9672,-0.9672,-0.972,0.968,-0.976,-0.976,0.9744,0.9688,-0.3936,-0.9696,0.972,-0.9656
-0.9568,-0.9688,-0.964,0.9696,0.9664,0.9776,-0.952,0.9696,-0.9752,-0.9688,-0.9704,0.9608,-0.9784,-0.9736,0.972,0.9792,-0.4056,-0.972,0.9688,-0.972
-0.9712,-0.968,-0.9608,0.9736,0.9712,0.988,-0.9568,0.972,-0.964,-0.9632,-0.9656,0.972,-0.972,-0.9728,0.9664,0.9792,-0.4216,-0.9696,0.972,-0.976
-0.9696,-0.9736,-0.968,0.9744,0.9792,0.9856,-0.96,0.972,-0.9704,-0.9664,-0.9648,0.9776,-0.964,-0.976,0.9672,0.9752,-0.4112,-0.9688,0.9664,-0.9672
-0.9696,-0.9728,-0.9736,0.9728,0.9776,0.9888,-0.9624,0.9688,-0.9664,-0.9696,-0.9744,0.972,-0.9696,-0.9616,0.9624,0.9776,-0.4112,-0.9688,0.9744,-0.9648
-0.9632,-0.9696,-0.9608,0.9712,0.9752,0.984,-0.9624,0.9728,-0.9656,-0.972,-0.9752,0.9632,-0.9752,-0.9768,0.968,0.9776,-0.4256,-0.9688,0.9776,-0.968
-0.9696,-0.9736,-0.9664,0.9704,0.9832,0.9776,-0.9568,0.968,-0.9712,-0.9672,-0.9576,0.9664,-0.9712,-0.9704,0.9688,0.972,-0.4,-0.9672,0.9728,-0.9712
-0.9648,-0.9688,-0.9672,0.9704,0.9824,0.9736,-0.9544,0.968,-0.9688,-0.9744,-0.9552,0.976,-0.9808,-0.9656,0.9728,0.9712,-0.4128,-0.9744,0.9752,-0.9768
-0.9688,-0.9768,-0.9696,0.968,0.9824,0.984,-0.9576,0.9688,-0.9704,-0.9712,-0.9664,0.9832,-0.9848,-0.972,0.9704,0.9664,-0.4104,-0.9752,0.98,-0.9632
-0.9752,-0.968,-0.9624,0.9632,0.9824,0.9728,-0.9624,0.9784,-0.9712,-0.9688,-0.9752,0.976,-0.9768,-0.9744,0.972,0.9592,-0.404,-0.9816,0.9704,-0.9576
-0.9736,-0.9664,-0.9624,0.972,0.9832,0.9736,-0.9624,0.98,-0.964,-0.9704,-0.968,0.9736,-0.9752,-0.9704,0.976,0.964,-0.4,-0.9752,0.9696,-0.9656
-0.9768,-0.972,-0.9632,0.9744,0.9784,0.9728,-0.9592,0.9712,-0.9568,-0.972,-0.9672,0.976,-0.98,-0.9712,0.9704,0.9696,-0.3824,-0.9712,0.9704,-0.9664
-0.9768,-0.976,-0.96,0.976,0.98,0.9736,-0.968,0.9736,-0.9664,-0.9736,-0.9608,0.972,-0.9776,-0.9672,0.9656,0.968,-0.3864,-0.9792,0.976,-0.9704
-0.98,-0.9632,-0.9624,0.9736,0.976,0.9808,-0.9704,0.9704,-0.96,-0.972,-0.9512,0.9768,-0.9856,-0.9712,0.9712,0.9632,-0.3896,-0.9736,0.9768,-0.9696
-0.9752,-0.964,-0.9624,0.9744,0.9648,0.9784,-0.9656,0.9744,-0.9592,-0.964,-0.952,0.9672,-0.9776,-0.9752,0.9768,0.9728,-0.3848,-0.9744,0.9712,-0.9704
-0.9752,-0.9632,-0.9648,0.972,0.9696,0.9856,-0.9704,0.9712,-0.9608,-0.9656,-0.9672,0.9608,-0.9704,-0.9696,0.9688,0.968,-0.3928,-0.9784,0.9744,-0.972
-0.9752,-0.9664,-0.9776,0.9816,0.9672,0.9688,-0.9624,0.9736,-0.9616,-0.9688,-0.9648,0.9624,-0.9752,-0.9672,0.9736,0.9704,-0.38,-0.9736,0.968,-0.9696
-0.9656,-0.96,-0.9752,0.9712,0.9672,0.9696,-0.9688,0.9712,-0.9552,-0.9632,-0.9736,0.9648,-0.9752,-0.9712,0.9736,0.9832,-0.3872,-0.9728,0.9688,-0.9712
-0.9672,-0.964,-0.976,0.9696,0.9704,0.9664,-0.9608,0.9704,-0.9736,-0.9712,-0.9648,0.9576,-0.9736,-0.968,0.9792,0.976,-0.3904,-0.9824,0.9632,-0.9648
-0.972,-0.972,-0.9808,0.9816,0.98,0.9664,-0.972,0.9696,-0.9648,-0.9792,-0.9704,0.9568,-0.9672,-0.9696,0.9768,0.9728,-0.3864,-0.9752,0.9584,-0.9632
-0.9712,-0.972,-0.9712,0.9776,0.9744,0.9656,-0.9696,0.972,-0.9656,-0.9752,-0.9728,0.9584,-0.9632,-0.9672,0.9784,0.9744,-0.3984,-0.9728,0.9624,-0.9696
-0.9712,-0.9728,-0.972,0.9728,0.9688,0.9696,-0.98,0.972,-0.9744,-0.9656,-0.9712,0.964,-0.9536,-0.9696,0.9768,0.9776,-0.4112,-0.9664,0.9672,-0.9728
-0.9712,-0.9768,-0.9712,0.9752,0.9664,0.98,-0.972,0.972,-0.972,-0.9608,-0.968,0.9608,-0.96,-0.9648,0.9736,0.9704,-0.4048,-0.968,0.9672,-0.9672
-0.9712,-0.9808,-0.9688,0.9712,0.9608,0.9744,-0.9656,0.976,-0.9672,-0.964,-0.9656,0.9608,-0.9664,-0.9688,0.9696,0.9688,-0.3984,-0.964,0.9672,-0.9744
-0.9736,-0.9784,-0.9688,0.972,0.9672,0.9712,-0.9736,0.9728,-0.9688,-0.9624,-0.9688,0.9704,-0.98,-0.9648,0.9704,0.9776,-0.4,-0.9744,0.9592,-0.9736
-0.9688,-0.9808,-0.9736,0.9712,0.9704,0.9784,-0.9816,0.9736,-0.9728,-0.9648,-0.9736,0.9744,-0.9776,-0.9712,0.9672,0.972,-0.4048,-0.9696,0.9632,-0.9744
-0.9736,-0.9784,-0.9648,0.9744,0.9584,0.9736,-0.9728,0.9824,-0.9736,-0.9712,-0.9704,0.9768,-0.9728,-0.9704,0.9624,0.9784,-0.3976,-0.9664,0.984,-0.9768
-0.9688,-0.9776,-0.9728,0.9696,0.9648,0.9728,-0.9744,0.9792,-0.9784,-0.9696,-0.968,0.9696,-0.9648,-0.9792,0.9632,0.9768,-0.4096,-0.9656,0.98,-0.9712
-0.9608,-0.964,-0.972,0.9576,0.9744,0.9656,-0.9776,0.9808,-0.9736,-0.968,-0.968,0.968,-0.9568,-0.972,0.9672,0.9792,-0.416,-0.968,0.972,-0.9688
-0.9672,-0.968,-0.9784,0.9616,0.972,0.968,-0.9744,0.9808,-0.9648,-0.9616,-0.968,0.9672,-0.9664,-0.9752,0.9656,0.9648,-0.4304,-0.9688,0.9728,-0.9784
-0.972,-0.9712,-0.9728,0.968,0.9736,0.9568,-0.9768,0.9776,-0.9728,-0.9664,-0.9728,0.9728,-0.9768,-0.976,0.9752,0.9664,-0.4232,-0.9664,0.9712,-0.9792
-0.972,-0.9624,-0.9656,0.9696,0.9712,0.964,-0.9632,0.9776,-0.968,-0.9664,-0.9688,0.9792,-0.9744,-0.964,0.9664,0.9704,-0.4232,-0.976,0.9728,-0.9768
-0.9712,-0.9696,-0.9688,0.9664,0.96,0.9736,-0.9688,0.9752,-0.9656,-0.964,-0.9744,0.9656,-0.98,-0.956,0.9688,0.9672,-0.4248,-0.9712,0.9696,-0.9712
-0.9648,-0.968,-0.968,0.9728,0.96,0.968,-0.9648,0.972,-0.968,-0.9496,-0.9712,0.9672,-0.9776,-0.9576,0.9672,0.9632,-0.4248,-0.9736,0.9728,-0.9736
-0.9632,-0.9632,-0.9648,0.976,0.9648,0.9664,-0.9728,0.9776,-0.9624,-0.9536,-0.9696,0.9696,-0.9648,-0.9696,0.968,0.9488,-0.4288,-0.9744,0.9768,-0.9776
-0.9624,-0.9696,-0.9568,0.9744,0.9632,0.9624,-0.9672,0.9744,-0.9592,-0.9584,-0.9672,0.9744,-0.9688,-0.9632,0.9712,0.9504,-0.4368,-0.9752,0.972,-0.976
-0.9536,-0.9776,-0.956,0.972,0.9568,0.9592,-0.972,0.972,-0.9608,-0.9624,-0.9736,0.9768,-0.976,-0.9696,0.968,0.96,-0.4288,-0.9704,0.968,-0.9736
-0.9592,-0.9736,-0.9568,0.9728,0.9576,0.9616,-0.9712,0.9648,-0.9608,-0.9688,-0.968,0.9752,-0.9704,-0.9656,0.9648,0.96,-0.432,-0.9752,0.9728,-0.9752
-0.9528,-0.976,-0.964,0.9736,0.9552,0.9648,-0.9704,0.9664,-0.972,-0.9696,-0.9672,0.9672,-0.9712,-0.9712,0.9808,0.96,-0.4328,-0.9728,0.9704,-0.976
-0.9592,-0.9736,-0.968,0.9744,0.956,0.956,-0.972,0.9704,-0.9744,-0.964,-0.9704,0.9808,-0.9728,-0.9744,0.9736,0.9584,-0.4344,-0.9784,0.9656,-0.9744
-0.9592,-0.968,-0.976,0.972,0.9432,0.944,-0.9672,0.9656,-0.9792,-0.9656,-0.9656,0.9768,-0.9712,-0.9768,0.9696,0.9568,-0.4248,-0.9824,0.9616,-0.9704
-0.9656,-0.976,-0.9648,0.968,0.9488,0.9536,-0.9704,0.9544,-0.972,-0.9568,-0.9736,0.9776,-0.9632,-0.976,0.9808,0.96,-0.436,-0.9792,0.9736,-0.9664
-0.9736,-0.9752,-0.972,0.9752,0.9512,0.9576,-0.976,0.9608,-0.9672,-0.9728,-0.9824,0.9728,-0.9632,-0.9768,0.9816,0.9624,-0.4432,-0.98,0.976,-0.9624
-0.9712,-0.976,-0.9776,0.9784,0.972,0.9608,-0.9768,0.9576,-0.972,-0.9664,-0.9744,0.9776,-0.9632,-0.9808,0.9768,0.956,-0.4304,-0.9768,0.968,-0.9592
-0.976,-0.9656,-0.9784,0.972,0.9776,0.9744,-0.9784,0.9568,-0.9728,-0.968,-0.9704,0.9768,-0.964,-0.9744,0.9736,0.9568,-0.4144,-0.976,0.9712,-0.9616
-0.9712,-0.9624,-0.9616,0.972,0.976,0.9768,-0.9712,0.9632,-0.9712,-0.9688,-0.9768,0.9712,-0.9648,-0.9752,0.9672,0.956,-0.4304,-0.976,0.9688,-0.96
-0.972,-0.9656,-0.9664,0.9752,0.9736,0.9712,-0.9744,0.96,-0.9704,-0.9728,-0.9736,0.9664,-0.9736,-0.9736,0.9736,0.9648,-0.4224,-0.9792,0.9672,-0.968
-0.9768,-0.9616,-0.9632,0.968,0.9736,0.968,-0.9824,0.964,-0.9688,-0.9704,-0.9664,0.9688,-0.9656,-0.9672,0.9744,0.9648,-0.4208,-0.9704,0.9688,-0.9576
-0.9744,-0.9632,-0.9744,0.968,0.9656,0.9696,-0.9728,0.9704,-0.9584,-0.9688,-0.9704,0.9712,-0.9752,-0.9696,0.9744,0.964,-0.4472,-0.9736,0.9656,-0.9624
-0.9768,-0.9704,-0.9696,0.9712,0.9768,0.9728,-0.9736,0.9648,-0.9528,-0.976,-0.9768,0.972,-0.9736,-0.9728,0.9816,0.9752,-0.4376,-0.968,0.9696,-0.9544
-0.9696,-0.9696,-0.9744,0.972,0.9728,0.9736,-0.9736,0.9696,-0.9728,-0.9704,-0.9792,0.9728,-0.9768,-0.9792,0.9792,0.972,-0.456,-0.9664,0.9696,-0.9584
-0.9656,-0.9744,-0.9808,0.9784,0.9656,0.976,-0.9632,0.9712,-0.9656,-0.9624,-0.972,0.968,-0.968,-0.98,0.9784,0.9704,-0.468,-0.9648,0.972,-0.9592
-0.9696,-0.9792,-0.9744,0.9832,0.9688,0.9768,-0.9704,0.9752,-0.9728,-0.964,-0.9688,0.9656,-0.972,-0.9704,0.9768,0.9656,-0.472,-0.976,0.9728,-0.9744
-0.9688,-0.9808,-0.972,0.976,0.976,0.9776,-0.9824,0.9744,-0.9744,-0.968,-0.9632,0.9656,-0.976,-0.9728,0.9832,0.96,-0.4576,-0.972,0.9728,-0.9616
-0.9608,-0.9808,-0.964,0.9712,0.9752,0.9736,-0.9768,0.976,-0.9672,-0.9736,-0.9688,0.9704,-0.976,-0.9672,0.976,0.9656,-0.4696,-0.9616,0.9736,-0.9664
-0.9616,-0.9696,-0.9696,0.972,0.9728,0.9712,-0.9808,0.9672,-0.964,-0.9704,-0.9728,0.9808,-0.9672,-0.9704,0.9744,0.9704,-0.4672,-0.9696,0.9696,-0.9704
-0.9616,-0.9728,-0.9696,0.972,0.976,0.9736,-0.9776,0.968,-0.9712,-0.9608,-0.9696,0.9848,-0.9728,-0.9656,0.9752,0.9704,-0.4632,-0.9768,0.964,-0.9768
-0.9624,-0.98,-0.9752,0.9664,0.9816,0.972,-0.976,0.9712,-0.9752,-0.9592,-0.9632,0.9736,-0.9672,-0.9728,0.976,0.976,-0.4728,-0.9632,0.9672,-0.9648
-0.9512,-0.9768,-0.9704,0.964,0.9736,0.9768,-0.9712,0.9704,-0.9656,-0.9664,-0.9752,0.9704,-0.9744,-0.976,0.9792,0.9744,-0.4624,-0.9632,0.968,-0.9648
-0.968,-0.9784,-0.9728,0.9792,0.9736,0.9672,-0.9704,0.972,-0.9704,-0.9752,-0.9728,0.9704,-0.9752,-0.9728,0.972,0.9744,-0.4576,-0.9576,0.9632,-0.9704
-0.972,-0.976,-0.9752,0.9736,0.972,0.9728,-0.9752,0.9648,-0.976,-0.9784,-0.9784,0.964,-0.976,-0.9824,0.9712,0.976,-0.4824,-0.9592,0.9752,-0.9736
-0.9704,-0.9744,-0.9792,0.9768,0.9752,0.968,-0.9696,0.9832,-0.9752,-0.9736,-0.9752,0.9608,-0.9728,-0.984,0.9768,0.9688,-0.5008,-0.9648,0.9712,-0.9792
-0.9688,-0.9824,-0.9712,0.9696,0.9776,0.9768,-0.9736,0.976,-0.9656,-0.9712,-0.9704,0.9552,-0.9792,-0.9792,0.9704,0.9696,-0.4984,-0.9736,0.9768,-0.9832
-0.9672,-0.9752,-0.9752,0.972,0.9712,0.972,-0.9656,0.968,-0.9704,-0.9808,-0.9728,0.9648,-0.9656,-0.9744,0.9784,0.9776,-0.5072,-0.972,0.9728,-0.984
-0.9688,-0.9736,-0.9624,0.9712,0.9672,0.9688,-0.9672,0.9704,-0.9688,-0.9808,-0.9752,0.9752,-0.96,-0.98,0.9672,0.9696,-0.496,-0.976,0.9704,-0.9744
-0.968,-0.9664,-0.9648,0.968,0.968,0.9688,-0.9608,0.972,-0.9688,-0.9648,-0.9776,0.9712,-0.9616,-0.976,0.9736,0.9632,-0.5088,-0.972,0.9672,-0.9768
-0.9728,-0.9784,-0.9664,0.9712,0.9688,0.9728,-0.9696,0.968,-0.9744,-0.9648,-0.9736,0.9712,-0.9648,-0.9704,0.9736,0.9704,-0.512,-0.9728,0.9648,-0.9808
-0.9704,-0.98,-0.9528,0.9624,0.9776,0.9736,-0.976,0.9688,-0.972,-0.964,-0.9688,0.9712,-0.9584,-0.968,0.9808,0.9768,-0.4968,-0.9776,0.972,-0.976
-0.9736,-0.9704,-0.9704,0.9656,0.9696,0.9712,-0.9696,0.9672,-0.9816,-0.9712,-0.9648,0.968,-0.9512,-0.9808,0.9752,0.9776,-0.4856,-0.9776,0.9792,-0.972
-0.9672,-0.9752,-0.9696,0.972,0.9704,0.9624,-0.9664,0.976,-0.9832,-0.9552,-0.9712,0.9784,-0.9568,-0.9704,0.976,0.9784,-0.4968,-0.9672,0.9792,-0.976
-0.9672,-0.9808,-0.9672,0.976,0.9664,0.9504,-0.9648,0.9704,-0.9728,-0.9656,-0.9712,0.976,-0.9552,-0.9776,0.9768,0.9776,-0.4952,-0.968,0.9712,-0.9696
-0.9688,-0.9744,-0.9696,0.9808,0.98,0.9552,-0.9632,0.9704,-0.9664,-0.9688,-0.9704,0.9696,-0.9608,-0.9784,0.9736,0.9696,-0.4984,-0.9632,0.972,-0.968
-0.976,-0.9784,-0.9744,0.9768,0.9752,0.9544,-0.9616,0.9744,-0.964,-0.9768,-0.9704,0.9736,-0.9608,-0.9744,0.972,0.9744,-0.496,-0.972,0.976,-0.9664
-0.9712,-0.98,-0.976,0.976,0.9768,0.9608,-0.968,0.9688,-0.9704,-0.9776,-0.9688,0.9776,-0.9632,-0.9632,0.9736,0.9752,-0.4904,-0.9656,0.98,-0.9632
-0.9616,-0.9736,-0.9712,0.9656,0.9848,0.9608,-0.9632,0.9696,-0.9816,-0.9744,-0.9672,0.9728,-0.9616,-0.9752,0.9704,0.9608,-0.492,-0.9728,0.9712,-0.9632
-0.9728,-0.9728,-0.9728,0.9792,0.9696,0.9696,-0.9696,0.9728,-0.9712,-0.9752,-0.9608,0.9728,-0.9688,-0.9704,0.9736,0.9664,-0.4952,-0.9776,0.9712,-0.956
-0.9656,-0.9712,-0.9728,0.984,0.9608,0.9656,-0.976,0.9704,-0.9664,-0.9744,-0.9616,0.972,-0.9744,-0.9768,0.9744,0.9736,-0.5,-0.9664,0.968,-0.9568
-0.972,-0.9776,-0.9744,0.9744,0.9592,0.9736,-0.976,0.9768,-0.9776,-0.9696,-0.9536,0.9824,-0.976,-0.9792,0.9792,0.9736,-0.4872,-0.968,0.972,-0.9608
-0.976,-0.964,-0.9816,0.9664,0.9696,0.9712,-0.9744,0.972,-0.9792,-0.964,-0.96,0.9824,-0.964,-0.9728,0.976,0.9752,-0.4736,-0.9608,0.9696,-0.948
